id,_price,type,_bedrooms,_bathrooms,lat,lng,_time_to_work_seconds_transit,_time_to_work_seconds_walking,cluster,_d_code
1074,549965.4617503218,HOUSE,2,2,53.31155849011194,-6.213815980552522,1390,3841,24,D4
1075,464736.1311176457,APARTMENTS,2,1,53.305143908673195,-6.200823040626903,1704,3440,24,D4
1076,670661.6347985422,APARTMENTS,3,1,53.306434765439334,-6.214902876917255,1433,5100,24,D4
1077,673655.9071198729,HOUSE,3,1,53.30814174096631,-6.215113333102279,1728,4542,24,D4
1078,261152.54735788866,APARTMENTS,1,1,53.29558396903398,-6.208204073611092,1568,3649,24,D4
1079,827045.0260724664,HOUSE,3,1,53.2940608381478,-6.208356258353043,1240,3539,24,D4
1080,438784.78328631615,HOUSE,2,2,53.30631507489141,-6.213488367661047,1903,3906,24,D4
1081,1101093.6780199371,HOUSE,4,1,53.30180866580712,-6.211765705880843,1442,3095,24,D4
1082,779187.4555428869,HOUSE,3,1,53.289041123840285,-6.206156751683506,1572,4244,24,D4
1083,128891.3225410294,HOUSE,1,1,53.38785065991663,-6.202074544488578,3945,5588,25,D8
1084,247387.36859318393,HOUSE,2,2,53.37829729676381,-6.205440374169051,3174,6000,25,D8
1085,383264.20554400166,HOUSE,3,1,53.38305121712271,-6.219798870959121,2992,7290,25,D8
1086,127426.43985543956,HOUSE,1,1,53.3844383931415,-6.216709876597726,3399,5326,25,D8
1087,420593.84394189034,HOUSE,4,1,53.38327878121944,-6.212837711709645,2883,4281,25,D8
1088,254615.0331538377,HOUSE,2,2,53.379183985753464,-6.210035272180916,3081,5613,25,D8
1089,377389.45440371596,HOUSE,3,1,53.3830983324695,-6.217775373207972,2672,6160,25,D8
1090,309851.897077675,HOUSE,3,1,53.382359410558244,-6.217582847811653,2899,6745,25,D8
1091,324793.01920780935,HOUSE,3,1,53.392515329056074,-6.222970618202245,2086,7274,25,D8
1092,380329.16267857444,HOUSE,3,1,53.401804094682326,-6.20538211294602,2713,5027,25,D8
1093,120287.8109870174,HOUSE,1,1,53.38928951795253,-6.208348849583132,3189,5850,25,D8
1094,255427.0842428345,APARTMENTS,2,1,53.39634519839359,-6.213965690392859,2959,6199,25,D8
1095,227366.83889660618,HOUSE,2,2,53.38546341664202,-6.220263887498846,2815,5752,25,D8
1096,443758.78486497415,HOUSE,4,1,53.39924239528796,-6.203534773293317,2706,7057,25,D8
1097,378518.93445448193,APARTMENTS,3,1,53.385930180820246,-6.206629988764741,3775,7833,25,D8
1098,385127.9574043063,HOUSE,3,1,53.406051978874174,-6.220874578375675,3740,7969,25,D8
1099,214984.5784484354,HOUSE,2,1,53.393716793923474,-6.217066296894459,2849,5627,25,D8
1100,379948.32083424646,APARTMENTS,3,1,53.39940678447541,-6.210142386755702,3270,5679,25,D8
1101,376130.7878863431,APARTMENTS,3,1,53.390779846144845,-6.206249712432085,3015,6824,25,D8
1102,238603.31293264742,HOUSE,2,1,53.39217350106659,-6.224744133230354,3523,6718,25,D8
1103,244255.48653558275,HOUSE,2,1,53.384692543644675,-6.220388845546477,2962,6029,25,D8
1104,317619.70218381996,APARTMENTS,3,1,53.384018080160274,-6.208689545678378,2198,6730,25,D8
1105,386348.9462703534,HOUSE,3,1,53.38335426364808,-6.2053132371064015,2855,4926,25,D8
1106,248413.8815376007,HOUSE,2,1,53.3822555372648,-6.208763371323247,3581,4915,25,D8
1107,267062.8269281087,HOUSE,2,1,53.40390153869132,-6.213653781504086,3694,5863,25,D8
1108,368244.38423566776,HOUSE,3,1,53.39422530674036,-6.205370841579302,2813,6542,25,D8
1109,366744.91428034985,HOUSE,3,1,53.38784428427864,-6.205516221424906,3018,6193,25,D8
1110,402097.1790238629,HOUSE,3,1,53.39491662771678,-6.2048503049159,2787,5902,25,D8
1111,382867.38587763446,HOUSE,3,2,53.40044771193169,-6.203890504912379,3370,6390,25,D8
1112,319591.60486107087,HOUSE,3,1,53.3844214813232,-6.203130232343249,3569,7109,25,D8
1113,216138.4995430162,HOUSE,2,1,53.394370323140635,-6.2035828905878265,3417,4908,25,D8
1114,340244.7705576016,HOUSE,3,2,53.38335016468277,-6.221595789008116,2996,6544,25,D8
1115,221058.26587524777,HOUSE,2,1,53.38823584741551,-6.220387037626355,3557,6002,25,D8
1116,534090.9301151251,HOUSE,4,1,53.39059515375275,-6.221638153299089,3055,5694,25,D8
1117,203888.22460378346,HOUSE,2,1,53.389550629465155,-6.222448647172396,3483,5052,25,D8
1118,626727.8701701515,HOUSE,4,4,53.3726576095791,-6.235207158651387,2028,4886,26,D1
1119,313946.13437487435,HOUSE,2,3,53.37111686825492,-6.2329763686682025,2150,3732,26,D1
1120,510751.07450811047,HOUSE,3,2,53.37555830923976,-6.233985817218469,2253,3766,26,D1
1121,663027.1280565351,HOUSE,4,1,53.38050951772967,-6.255009801723265,1818,5231,26,D1
1122,611357.5827237499,HOUSE,4,4,53.380469274209425,-6.255007486642211,1502,3918,26,D1
1123,564929.5618360161,HOUSE,3,1,53.37021680153928,-6.2501295403927335,2166,4544,26,D1
1124,344960.50043488527,HOUSE,2,1,53.36846622676689,-6.240335463398974,2087,2064,26,D1
1125,544223.7943547822,HOUSE,3,3,53.37553633322203,-6.25625301181259,2330,3150,26,D1
1126,159557.34062391386,APARTMENTS,1,1,53.37985208218576,-6.251365617082514,2024,4988,26,D1
1127,336320.9853273283,HOUSE,2,1,53.37853333554517,-6.250237326576353,2142,2595,26,D1
1128,447268.35652400827,APARTMENTS,3,4,53.37824790856411,-6.253410252056656,2356,3575,26,D1
1129,557960.9435799487,HOUSE,3,2,53.366590932434406,-6.237415698848867,2221,3973,26,D1
1130,180335.50337992908,APARTMENTS,1,2,53.37543406782503,-6.240753864317746,2458,3793,26,D1
1131,517049.56540479,HOUSE,3,2,53.37025109936092,-6.249337540440266,2130,3493,26,D1
1132,178276.5031399622,HOUSE,1,2,53.36928836961477,-6.23596010061362,1951,3231,26,D1
1133,366498.2139702915,HOUSE,2,3,53.36381392266745,-6.24868797574053,2023,5300,26,D1
1134,663410.8541271752,HOUSE,4,1,53.362746282270265,-6.245700276477785,2229,3837,26,D1
1135,151499.6967485468,HOUSE,1,2,53.366481357531214,-6.248812288232938,2190,2899,26,D1
1136,341595.1234004082,HOUSE,2,1,53.37763564138652,-6.240993973982253,1596,3115,26,D1
1137,151631.71120378387,HOUSE,1,3,53.366808588393546,-6.240996616581214,1692,4384,26,D1
1138,784502.0319854857,HOUSE,5,4,53.36913016757439,-6.246599085797576,2337,3919,26,D1
1139,496960.47567200847,HOUSE,3,1,53.371653133958986,-6.249966514184975,2053,3210,26,D1
1140,369901.4810838571,HOUSE,2,1,53.367625419036116,-6.251392869177263,2333,4985,26,D1
1141,439589.66974794876,HOUSE,3,1,53.37725622991715,-6.24545140274291,2038,3859,26,D1
1142,174033.64659707597,HOUSE,1,2,53.37888633085258,-6.242812715992191,1886,3872,26,D1
1143,630919.2229761839,HOUSE,4,1,53.37525634623847,-6.248715207814921,2525,4223,26,D1
1144,157398.10979624532,HOUSE,1,2,53.370219203384316,-6.238824371684076,1910,3106,26,D1
1145,461641.75323028554,HOUSE,3,1,53.372967420165885,-6.235337069569092,2022,3134,26,D1
1146,561740.861936661,HOUSE,3,2,53.36683500835766,-6.250410315749522,2523,4228,26,D1
1147,352413.1688945668,HOUSE,2,1,53.37284486933131,-6.241696240237849,2745,2678,26,D1
1148,440042.4509184788,APARTMENTS,3,1,53.36441287292916,-6.244003416394289,2263,3170,26,D1
1149,370635.89869502647,HOUSE,2,1,53.36384813333466,-6.241841603033153,2370,3901,26,D1
1150,287534.7660985781,APARTMENTS,2,1,53.38022088375519,-6.251773920452776,2679,3649,26,D1
1151,158271.22122724017,HOUSE,1,5,53.37733652872482,-6.245840000525447,2170,4093,26,D1
1152,328039.2362180493,HOUSE,2,1,53.37802362423007,-6.254055373700806,2152,3814,26,D1
1153,479308.5442309417,HOUSE,3,1,53.37231521839146,-6.240168294657699,2513,3785,26,D1
1154,661652.7519178615,HOUSE,4,2,53.36697061192475,-6.242430454024216,2367,3860,26,D1
1155,596110.5442244556,HOUSE,4,2,53.375561524520066,-6.237171434804491,2346,4462,26,D1
1156,919586.4859843604,APARTMENTS,5,4,53.378236900911745,-6.240878486111718,2190,3148,26,D1
1157,150490.84077627334,APARTMENTS,1,2,53.36217168455715,-6.245125319482434,2017,3383,26,D1
1158,347795.3438894769,HOUSE,2,2,53.37404392382508,-6.256898403546191,2132,4151,26,D1
1159,147818.52509800394,HOUSE,1,1,53.37324243023042,-6.250158769819149,2964,1777,26,D1
1160,645891.1119655783,HOUSE,4,2,53.36982848151145,-6.241767009094318,2550,3183,26,D1
1161,571958.0546050401,HOUSE,4,4,53.365968438334285,-6.2401688143900795,2738,3798,26,D1
1162,593147.860165667,HOUSE,4,1,53.36606982642126,-6.251555128795801,2316,3823,26,D1
1163,529035.3000677666,APARTMENTS,3,2,53.37361081842448,-6.244662386275341,1507,4692,26,D1
1164,365532.68036557175,HOUSE,2,2,53.37505000893854,-6.254157658980256,2403,3888,26,D1
1165,509963.35677830555,HOUSE,3,1,53.36720697592352,-6.236625349471369,2566,3183,26,D1
1166,442836.87894738466,HOUSE,3,1,53.36363962800227,-6.2443115164343865,1742,2587,26,D1
1167,174670.87770650868,HOUSE,1,1,53.37286874885612,-6.2441645610349665,2613,2191,26,D1
1168,680017.2535601776,APARTMENTS,4,1,53.37655654532158,-6.239218824257807,2128,4187,26,D1
1169,750721.2283786664,APARTMENTS,4,6,53.36433914639197,-6.23970546242907,2604,3132,26,D1
1170,164681.3031337852,HOUSE,1,1,53.36276857729291,-6.243967155364005,3121,5406,26,D1
1171,176817.71830929967,HOUSE,1,1,53.37136884486367,-6.238073320993804,2293,2418,26,D1
1172,142745.79831507857,HOUSE,1,1,53.37681064231038,-6.239745220728961,2280,1384,26,D1
1173,333762.0177925978,HOUSE,2,1,53.3656664842491,-6.24836772781641,2673,3563,26,D1
1174,457615.02654847514,HOUSE,3,3,53.37705008991438,-6.245649388565288,2233,2854,26,D1
1175,528255.7554516622,HOUSE,3,4,53.378215881900786,-6.239559154061921,1907,3819,26,D1
1176,369204.5222222433,HOUSE,2,2,53.38405862347066,-6.2544006109615164,2511,4183,26,D1
1177,318845.5810711872,HOUSE,2,1,53.37294776387937,-6.233252790206609,2043,4231,26,D1
1178,559574.9030848367,HOUSE,3,3,53.37889061999632,-6.245461578709069,2283,2788,26,D1
1179,309578.63917295536,HOUSE,2,3,53.384613865149845,-6.253579375561396,2339,3198,26,D1
1180,522563.86326642556,HOUSE,3,4,53.36311182348773,-6.242297982562259,2153,4414,26,D1
1181,431921.8028287045,HOUSE,3,1,53.36408982363968,-6.247833610729099,2191,3624,26,D1
1182,749203.3285599708,HOUSE,4,2,53.36252546601079,-6.24504542521301,2554,4352,26,D1
1183,610327.7213778901,HOUSE,4,1,53.36255170972061,-6.241813111738627,2625,4238,26,D1
1184,161577.65515031526,HOUSE,1,1,53.36404944014037,-6.243226797333797,2305,3747,26,D1
1185,175286.07253713568,HOUSE,1,3,53.36251003152142,-6.242132557659815,2126,5159,26,D1
1186,708736.2138533115,HOUSE,5,1,53.36153767428638,-6.245817895864133,2408,3775,26,D1
1187,426555.074981368,HOUSE,3,2,53.36520602821391,-6.2486015467286,2764,3501,26,D1
1188,489082.9613273571,HOUSE,3,3,53.37007283448719,-6.252578418835005,2529,3198,26,D1
1189,701290.0287336194,HOUSE,4,5,53.36916986290392,-6.2511487582649945,2114,4738,26,D1
1190,496417.25590035174,APARTMENTS,3,2,53.36732529745312,-6.2513590293761006,2245,4910,26,D1
1191,469214.54901263025,HOUSE,3,1,53.3704840277048,-6.2548440968223975,2234,3504,26,D1
1192,175679.56453646012,HOUSE,1,2,53.36566609143301,-6.251380536128226,1793,2668,26,D1
1193,496879.29041613825,HOUSE,3,3,53.37083410486449,-6.252334757103378,2338,3369,26,D1
1194,727743.3719299075,HOUSE,4,1,53.37101865515435,-6.253508263816638,2475,4410,26,D1
1195,626523.0668698273,HOUSE,4,2,53.3616712057964,-6.248191375585768,2553,4819,26,D1
1196,580807.689327823,HOUSE,4,1,53.36300414391987,-6.248426915301532,2630,2524,26,D1
1197,504292.5251434904,HOUSE,3,2,53.36500793577643,-6.250972528511563,2297,5125,26,D1
1198,656164.2211689381,APARTMENTS,4,1,53.370766903271026,-6.252470452934348,2552,2692,26,D1
1199,452914.82452384906,HOUSE,3,4,53.36427579551989,-6.248253226300972,2176,2756,26,D1
1200,474897.3234547727,HOUSE,3,1,53.36920311000694,-6.253149040955373,2258,4303,26,D1
1201,281936.14660266927,APARTMENTS,3,2,53.387586482333205,-6.19295456551271,3244,6223,27,D17
1202,213447.93655867805,HOUSE,2,1,53.383542041835504,-6.1941470484172045,2811,5618,27,D17
1203,228616.316056262,HOUSE,2,2,53.380660146508326,-6.193221365074056,2468,6994,27,D17
1204,218971.7756337555,HOUSE,2,1,53.381038560409685,-6.195465243015236,3160,6093,27,D17
1205,231738.02038574993,APARTMENTS,2,1,53.380313291217554,-6.188460128663246,3466,6181,27,D17
1206,332635.2733662935,HOUSE,3,1,53.38295913059265,-6.188515657418961,2903,6103,27,D17
1207,219073.9393380656,APARTMENTS,2,1,53.382822994577545,-6.192516709843955,3334,7266,27,D17
1208,351766.11430681334,HOUSE,3,1,53.381551722012155,-6.200907018710304,3233,6898,27,D17
1209,354342.1850387569,HOUSE,3,1,53.381101397283345,-6.195581425335639,2907,7255,27,D17
1210,314324.6584372981,HOUSE,3,1,53.40091560059307,-6.199867461726171,3210,6458,27,D17
1211,246576.82484665673,HOUSE,2,2,53.38630384111221,-6.198478847244675,3245,7070,27,D17
1212,329095.1031549937,HOUSE,3,1,53.38511068500863,-6.19262171993233,3355,6839,27,D17
1213,221479.89723093467,APARTMENTS,2,1,53.389640509981426,-6.198104509665695,2922,6268,27,D17
1214,194933.30258994648,HOUSE,2,2,53.39026674131529,-6.190971018469803,3827,6417,27,D17
1215,190990.57338151362,APARTMENTS,2,2,53.38934862279429,-6.194120309455749,2888,6029,27,D17
1216,221200.22312830813,HOUSE,2,2,53.386083185009504,-6.1957471816560545,2720,6994,27,D17
1217,104678.80075659494,HOUSE,1,1,53.38579793863259,-6.195768300956297,3010,6355,27,D17
1218,239288.89662269776,HOUSE,2,2,53.39596766457699,-6.194730279764588,3329,6775,27,D17
1219,320865.56556367036,APARTMENTS,3,1,53.38968670972773,-6.198182384293807,3081,6756,27,D17
1220,240597.9257467745,APARTMENTS,2,1,53.396172535752555,-6.194527966503395,3698,5650,27,D17
1221,116398.9869522155,HOUSE,1,2,53.394786167624986,-6.193458616335341,3274,6820,27,D17
1222,234891.61381858302,HOUSE,2,1,53.39052782774557,-6.1943978609776185,3012,6967,27,D17
1223,300228.03095811344,HOUSE,3,2,53.40211120918952,-6.1997590964414,2534,7210,27,D17
1224,348545.54364932736,HOUSE,3,1,53.404450726431186,-6.18742806389414,3171,5647,27,D17
1225,244692.37557502624,APARTMENTS,2,1,53.387877183173266,-6.199719445772925,2813,6160,27,D17
1226,191396.07370911379,HOUSE,2,1,53.40302450312606,-6.198014854395294,3190,6827,27,D17
1227,238624.36312276317,HOUSE,2,1,53.38803650148685,-6.1923264595974805,3126,6907,27,D17
1228,199599.124681866,HOUSE,2,1,53.39323945769629,-6.17934502280145,3138,5564,27,D17
1229,322219.3397512649,HOUSE,3,2,53.397008584839924,-6.197130858160754,2379,6478,27,D17
1230,331766.86733577255,HOUSE,3,1,53.382550927651195,-6.198450360487002,3015,7160,27,D17
1231,247191.03136508336,HOUSE,2,2,53.39251860876735,-6.178379966438028,3142,6983,27,D17
1232,219898.19746924474,HOUSE,2,1,53.396125643901684,-6.17752929022839,3097,7095,27,D17
1233,346848.98524867825,HOUSE,3,1,53.40774381221725,-6.191545501473888,2556,6848,27,D17
1234,289384.05278457096,HOUSE,3,1,53.394796067308725,-6.186769820609316,2734,6845,27,D17
1235,243432.83738326424,HOUSE,2,1,53.391121096072524,-6.179881139123063,2694,6398,27,D17
1236,354341.704552682,HOUSE,3,1,53.391041114026834,-6.189541009702001,2911,6657,27,D17
1237,211312.07580899185,HOUSE,2,2,53.39292242641023,-6.180473822540984,3254,6238,27,D17
1238,111527.98992951095,HOUSE,1,2,53.291489351948165,-6.408908963102849,5265,11067,28,D4
1239,239795.09510360207,HOUSE,2,1,53.29791154686132,-6.412282127224497,4323,10848,28,D4
1240,465053.54814120993,APARTMENTS,4,1,53.27015865752456,-6.411319617068654,5453,11023,28,D4
1241,180915.74296949868,HOUSE,2,2,53.29450579928291,-6.408920665865539,5421,10560,28,D4
1242,233264.41029012902,HOUSE,2,4,53.29453665060431,-6.411784151675511,4986,10510,28,D4
1243,111825.6646919302,HOUSE,1,1,53.29147314435815,-6.410141654517166,5414,11441,28,D4
1244,339025.296864364,HOUSE,3,3,53.28522989597945,-6.40284526957708,5239,10760,28,D4
1245,228525.89904599974,HOUSE,2,2,53.29327839618007,-6.402859121677676,5134,11056,28,D4
1246,327249.4223434947,APARTMENTS,3,2,53.2812735379104,-6.416630343066137,5578,10556,28,D4
1247,352249.16171118,HOUSE,3,4,53.297976815816895,-6.416851811100439,5775,11101,28,D4
1248,287786.32439095294,HOUSE,3,3,53.278860247278324,-6.412441942143337,4894,10497,28,D4
1249,239509.8546243576,APARTMENTS,2,3,53.27869535238518,-6.418416940597419,5268,11152,28,D4
1250,205279.53662758542,APARTMENTS,2,3,53.27003160744558,-6.421764469944733,4015,9752,28,D4
1251,180197.16209279356,HOUSE,2,2,53.298596492869166,-6.4069436127040245,4271,10348,28,D4
1252,274201.4997738472,HOUSE,3,2,53.28060792386962,-6.4197049201376695,4600,10367,28,D4
1253,222648.07831454638,APARTMENTS,2,3,53.29137254301345,-6.410202247469786,4826,10716,28,D4
1254,202143.59620724918,APARTMENTS,2,1,53.27762216318062,-6.405364996311172,3577,11001,28,D4
1255,326000.45881352003,APARTMENTS,3,1,53.26830641347841,-6.418601729146552,5341,10662,28,D4
1256,95518.146735865,HOUSE,1,2,53.270211757044684,-6.41993187221917,4096,9986,28,D4
1257,315178.30094434076,APARTMENTS,3,3,53.29853071198557,-6.415690140636521,5169,10448,28,D4
1258,300624.7908157052,APARTMENTS,3,2,53.2679449406041,-6.41766604194913,4548,11160,28,D4
1259,234545.45052266517,APARTMENTS,2,3,53.280201164949275,-6.4072746793245,5065,10041,28,D4
1260,234065.0819965104,HOUSE,2,3,53.288119940782124,-6.424677088847644,4266,10252,28,D4
1261,339418.18339213287,HOUSE,3,2,53.28999114857066,-6.405268940504036,4830,10303,28,D4
1262,113538.5730300632,APARTMENTS,1,2,53.276349819319414,-6.404887682716942,4326,11038,28,D4
1263,102816.63605765754,HOUSE,1,1,53.28212087985281,-6.407516139020844,4224,11040,28,D4
1264,116427.21890529632,HOUSE,1,3,53.267186129864626,-6.418298796829551,4718,10332,28,D4
1265,288505.0337637837,APARTMENTS,3,1,53.2799263995143,-6.424732367730699,4698,11063,28,D4
1266,195860.13262955003,HOUSE,2,2,53.28753540183858,-6.414864123240443,4638,10801,28,D4
1267,223942.89148751704,HOUSE,2,2,53.29234752213924,-6.407888912425656,5051,11605,28,D4
1268,189515.684266911,APARTMENTS,2,1,53.28464414097395,-6.415279059996522,5514,10782,28,D4
1269,205763.60779132703,HOUSE,2,2,53.27687762835557,-6.413299425120767,4280,11000,28,D4
1270,307917.748565299,HOUSE,3,3,53.25548245413372,-6.409615562515829,5130,10850,28,D4
1271,201656.28124931603,HOUSE,2,1,53.29434458409586,-6.399114601519227,4027,11089,28,D4
1272,278326.3979814395,HOUSE,3,1,53.287199842265984,-6.411429234683025,4240,10210,28,D4
1273,385745.71425080067,APARTMENTS,3,2,53.37723653641857,-6.232245467866649,3044,5084,29,D11
1274,297829.3502684408,HOUSE,2,1,53.379317800545024,-6.231976062324101,2736,4965,29,D11
1275,364114.8649391787,HOUSE,3,2,53.38842353333979,-6.230050608699401,2368,4540,29,D11
1276,441367.07711818116,HOUSE,3,2,53.39144993500712,-6.234439593368354,2788,5219,29,D11
1277,403944.1212537637,HOUSE,3,1,53.39267073488752,-6.226860592659981,3014,4504,29,D11
1278,361576.086644458,HOUSE,3,1,53.38772556647601,-6.235086742860404,2760,4677,29,D11
1279,382821.5473440401,HOUSE,3,2,53.40113505027254,-6.230677573093475,2199,4067,29,D11
1280,261884.3396052011,HOUSE,2,3,53.404173046492915,-6.232384781884382,2275,5061,29,D11
1281,250670.83977454994,HOUSE,2,1,53.38016144281527,-6.236928762840832,2799,6107,29,D11
1282,466276.8375752092,HOUSE,3,1,53.377902840579985,-6.234291249549318,2808,5230,29,D11
1283,447181.51577547466,APARTMENTS,3,3,53.383595735796,-6.2469790676236405,2867,5799,29,D11
1284,370955.7421254475,HOUSE,3,2,53.38108100908411,-6.241225464156618,2784,4511,29,D11
1285,144714.9548842608,HOUSE,1,1,53.38149263212256,-6.242896246181252,3298,6117,29,D11
1286,369878.5941106349,HOUSE,3,1,53.38083882670273,-6.239903636908512,3187,3903,29,D11
1287,353118.6137096933,HOUSE,3,2,53.3805574359037,-6.235789326409036,2538,5325,29,D11
1288,271009.162801543,HOUSE,2,1,53.38140043681772,-6.241905701733005,2239,5066,29,D11
1289,411633.6278272859,APARTMENTS,3,2,53.38194423276417,-6.245264905934246,2759,4546,29,D11
1290,386913.2047734606,HOUSE,3,1,53.38265825114998,-6.241108133911152,2548,6590,29,D11
1291,464398.7176233559,HOUSE,3,1,53.39637392922321,-6.239892176094996,3045,6692,29,D11
1292,243731.12555817445,HOUSE,2,1,53.39216223716849,-6.232485819782201,3689,5416,29,D11
1293,589832.3638572064,HOUSE,4,2,53.39402399592662,-6.2447385445018675,3118,5547,29,D11
1294,293430.0797749199,HOUSE,2,2,53.399175711412234,-6.233031089796459,2773,5627,29,D11
1295,437365.76119014376,HOUSE,3,2,53.39568675841981,-6.234034837071897,3205,4936,29,D11
1296,424324.6652180252,HOUSE,3,1,53.39035010834607,-6.248616389264503,3051,4819,29,D11
1297,245689.748402477,APARTMENTS,2,1,53.395376452675684,-6.244002256120356,3244,5004,29,D11
1298,378450.7946593191,HOUSE,3,1,53.40113416904463,-6.2278540719533275,3330,5104,29,D11
1299,466849.29940437106,HOUSE,3,2,53.38965457560478,-6.242407388753344,2821,4745,29,D11
1300,393961.67673312733,APARTMENTS,3,1,53.398469217103454,-6.240398239808981,3082,5152,29,D11
1301,265401.37605141976,HOUSE,2,2,53.38234537448415,-6.245406256509665,3059,6376,29,D11
1302,354875.58606326784,HOUSE,3,1,53.38257865273911,-6.230717259269291,2767,5461,29,D11
1303,392542.67183121864,HOUSE,3,1,53.393398236309686,-6.234539032843005,3481,5615,29,D11
1304,296342.2665396974,HOUSE,2,2,53.392115266516186,-6.231158750735039,3092,6114,29,D11
1305,257478.24431025767,APARTMENTS,2,1,53.40606513558425,-6.237675000365297,3376,5408,29,D11
1306,307547.0692317782,HOUSE,2,2,53.389327851235585,-6.249249602472593,2860,6998,29,D11
1307,243325.95532876044,HOUSE,2,1,53.38093541489441,-6.238661221173559,2472,5715,29,D11
1308,371376.474835445,HOUSE,3,1,53.379674188547305,-6.231808901617212,3031,5100,29,D11
1309,585659.2895418755,APARTMENTS,4,1,53.39764392152535,-6.242146351874814,3246,4860,29,D11
1310,122664.90484402409,HOUSE,1,2,53.38984655299543,-6.231385707120526,3265,4566,29,D11
1311,354110.397675131,HOUSE,3,1,53.383841257434064,-6.237618315483355,2520,4122,29,D11
1312,399583.6941874956,APARTMENTS,3,1,53.38463072524623,-6.246168184383114,3092,5545,29,D11
1313,123765.73010658607,HOUSE,1,1,53.394611036326474,-6.242705638898839,2443,5453,29,D11
1314,248118.3470944408,HOUSE,2,1,53.396627849404574,-6.244258875654628,2257,4886,29,D11
1315,358525.58602619066,HOUSE,3,1,53.39897624767811,-6.238791722863842,2975,5513,29,D11
1316,420107.8176340208,APARTMENTS,3,1,53.392059036248746,-6.243054839963702,2575,5400,29,D11
1317,239754.05289849,HOUSE,2,1,53.387490747393386,-6.252885559267747,3187,3883,29,D11
1318,623538.7581452816,APARTMENTS,4,1,53.396123786194174,-6.240976435100266,2024,5777,29,D11
1319,259431.4919527665,APARTMENTS,2,1,53.389776624195676,-6.245056666894581,2604,4714,29,D11
1320,382405.6087811049,HOUSE,3,1,53.39355759518377,-6.244855424652603,3341,4780,29,D11
1321,256428.7321781743,HOUSE,2,1,53.43898721003162,-6.209497384510871,3532,11364,30,Unknown
1322,375418.0779507997,HOUSE,3,1,53.429746547356125,-6.22276677565252,3504,11059,30,Unknown
1323,124610.65360393022,HOUSE,1,3,53.451942380532095,-6.239203528758408,3844,11435,30,Unknown
1324,283078.3561202834,HOUSE,2,3,53.445654897999056,-6.212770799120869,3650,11952,30,Unknown
1325,286543.65876735584,APARTMENTS,2,1,53.44425579354125,-6.243209694581188,3671,11269,30,Unknown
1326,135178.39304606416,HOUSE,1,2,53.43928569131053,-6.214834407813628,3825,11113,30,Unknown
1327,250655.61450197903,HOUSE,2,1,53.45343190716763,-6.243967050030629,3551,13143,30,Unknown
1328,124018.34908991466,HOUSE,1,2,53.445854426171934,-6.249762478229865,3918,12230,30,Unknown
1329,415361.9734610858,HOUSE,3,2,53.44321818942899,-6.238659041212204,3877,11221,30,Unknown
1330,718743.0924309703,HOUSE,5,5,53.457871235358134,-6.217906346873694,3787,12251,30,Unknown
1331,269581.5836416424,HOUSE,2,2,53.44065438891686,-6.245581987939045,3656,12736,30,Unknown
1332,149273.12413247523,HOUSE,1,3,53.43447308772546,-6.218307193998171,3640,11675,30,Unknown
1333,744849.9960242148,HOUSE,5,5,53.43811330209975,-6.210480608495708,4136,11749,30,Unknown
1334,404795.9478147271,HOUSE,3,1,53.443498892248165,-6.2487837622623665,3346,11704,30,Unknown
1335,405581.0361942486,HOUSE,3,1,53.44629833211428,-6.239921453534005,3746,11582,30,Unknown
1336,395316.0257809888,HOUSE,3,1,53.4500768588744,-6.234941349282677,3230,11508,30,Unknown
1337,130418.3019731686,HOUSE,1,1,53.4590028379952,-6.214803264388143,3483,11628,30,Unknown
1338,128326.78252794182,HOUSE,1,1,53.452638190609534,-6.2376762502697805,3499,11734,30,Unknown
1339,503030.41503492027,HOUSE,4,1,53.437432917243285,-6.229487095809694,3506,11067,30,Unknown
1340,362087.07812959247,HOUSE,3,1,53.43887910780547,-6.23193151683584,3699,12078,30,Unknown
1341,295857.2038999315,HOUSE,2,2,53.436785132750096,-6.23979307921598,3996,11459,30,Unknown
1342,293856.9160041276,HOUSE,2,1,53.431654232597396,-6.240768433321185,3157,12759,30,Unknown
1343,268026.71359666093,HOUSE,2,2,53.44470538036438,-6.241486181024531,3821,12123,30,Unknown
1344,273970.64123958006,HOUSE,2,1,53.44253963105327,-6.2192203531213,3889,11977,30,Unknown
1345,137489.27225590168,HOUSE,1,2,53.44087008032044,-6.241392398825075,4006,11326,30,Unknown
1346,750887.3484192956,HOUSE,5,1,53.43161292944219,-6.231168856684576,3424,11230,30,Unknown
1347,119244.78308509024,APARTMENTS,1,4,53.44795967961631,-6.2132842494675655,3752,12314,30,Unknown
1348,460580.7728100165,HOUSE,4,3,53.45111026737932,-6.21286301754675,3843,11448,30,Unknown
1349,255690.68779321268,HOUSE,2,2,53.466287571379375,-6.214798638005948,3184,12967,30,Unknown
1350,275205.71796059364,HOUSE,2,2,53.44706379480754,-6.210638235287402,3853,11876,30,Unknown
1351,186461.06631841368,APARTMENTS,1,2,53.26968898980689,-6.229557529570766,2915,6930,31,D16
1352,510594.14797716006,HOUSE,3,2,53.25684493881155,-6.234446813749827,2889,6715,31,D16
1353,167136.9074405536,APARTMENTS,1,1,53.26912030674954,-6.215622888162076,3497,7710,31,D16
